,researcher,skill,code,terms,preprocessed_terms
6413,"Wang, Yi",green computing,"['K.8.1', 'H.5.2']","['Application Packages', ' Data communications', ' Database processing', ' Freeware/shareware (NEW)', ' Graphics', ' Spreadsheets', ' Word processing', 'User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['application package', 'data communication', 'database processing', 'freewareshareware new', 'graphic', 'spreadsheet', 'word processing', 'user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
6414,"Wang, Yi",data analytics,['D.2.11'],"['Software Architectures (NEW)', ' Data abstraction (NEW)', ' Domain-specific architectures (NEW)', ' Information hiding (NEW)', ' Languages (e.g., description, interconnection, definition) (NEW)', ' Patterns (e.g., client/server, pipeline, blackboard) (NEW)']","['software architecture new', 'data abstraction new', 'domainspecific architecture new', 'information hiding new', 'language eg description interconnection definition new', 'pattern eg clientserver pipeline blackboard new']"
6415,"Wang, Yi",including engineering data mining,['G.3'],"['PROBABILITY AND STATISTICS', ' Contingency table analysis (NEW)', ' Correlation and regression analysis (NEW)', ' Distribution functions (NEW)', ' Experimental design (NEW)', ' Markov processes (NEW)', ' Multivariate statistics (NEW)', ' Nonparametric statistics (NEW)', ' Probabilistic algorithms (including Monte Carlo)', ' Queueing theory (NEW)', ' Random number generation', ' Reliability and life testing (NEW)', ' Renewal theory (NEW)', ' Robust regression (NEW)', ' Statistical computing', ' Statistical software', ' Stochastic processes (NEW)', ' Survival analysis (NEW)', ' Time series analysis (NEW)']","['probability statistic', 'contingency table analysis new', 'correlation regression analysis new', 'distribution function new', 'experimental design new', 'markov process new', 'multivariate statistic new', 'nonparametric statistic new', 'probabilistic algorithm including monte carlo', 'queueing theory new', 'random number generation', 'reliability life testing new', 'renewal theory new', 'robust regression new', 'statistical computing', 'statistical software', 'stochastic process new', 'survival analysis new', 'time series analysis new']"
6416,"Wang, Yi",focus physic,['H.5.2'],"['User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
6417,"Wang, Yi",reduced order,['F.1.3'],"['Complexity Measures and Classes (F.2) (REVISED)', ' Complexity hierarchies', ' Machine-independent complexity**', ' Reducibility and completeness', ' Relations among complexity classes', ' Relations among complexity measures']","['complexity measure class revised', 'complexity hierarchy', 'machineindependent complexity', 'reducibility completeness', 'relation among complexity class', 'relation among complexity measure']"
6418,"Wang, Yi",surrogate modeling,['I.3.7'],"['Three-Dimensional Graphics and Realism', ' Animation', ' Color, shading, shadowing, and texture', ' Fractals', ' Hidden line/surface removal', ' Radiosity', ' Raytracing', ' Virtual reality', ' Visible line/surface algorithms']","['threedimensional graphic realism', 'animation', 'color shading shadowing texture', 'fractal', 'hidden linesurface removal', 'radiosity', 'raytracing', 'virtual reality', 'visible linesurface algorithm']"
6419,"Wang, Yi",hardware development,"['B.5.2', 'B.6.3']","['Design Aids', ' Automatic synthesis', ' Hardware description languages', ' Optimization', ' Simulation', ' Verification', 'Design Aids', ' Automatic synthesis', ' Hardware description languages', ' Optimization', ' Simulation', ' Switching theory', ' Verification']","['design aid', 'automatic synthesis', 'hardware description language', 'optimization', 'simulation', 'verification', 'design aid', 'automatic synthesis', 'hardware description language', 'optimization', 'simulation', 'switching theory', 'verification']"
6420,"Wang, Yi",alvarez,"['I.1.2', 'I.5.3']","['Algorithms (F.2.1-2)', ' Algebraic algorithms', ' Analysis of algorithms', ' Nonalgebraic algorithms', 'Clustering', ' Algorithms', ' Similarity measures']","['algorithm', 'algebraic algorithm', 'analysis algorithm', 'nonalgebraic algorithm', 'clustering', 'algorithm', 'similarity measure']"
6421,"Wang, Yi",model integration,['F.4.1'],"['Mathematical Logic (F.1.1, I.2.2-4)', ' Computability theory', ' Computational logic', ' Lambda calculus and related systems', ' Logic and constraint programming (REVISED)', ' Mechanical theorem proving', ' Modal logic (NEW)', ' Model theory', ' Proof theory', ' Recursive function theory', ' Set theory (NEW)', ' Temporal logic (NEW)']","['mathematical logic', 'computability theory', 'computational logic', 'lambda calculus related system', 'logic constraint programming revised', 'mechanical theorem proving', 'modal logic new', 'model theory', 'proof theory', 'recursive function theory', 'set theory new', 'temporal logic new']"
6422,"Wang, Yi",long term goal towards engineering intelligencel lee,['D.4.9'],"['Systems Programs and Utilities', ' Command and control languages', ' Linkers**', ' Loaders**', ' Window managers']","['system program utility', 'command control language', 'linkers', 'loader', 'window manager']"
6423,"Wang, Yi",pant j,"['F.4.2', 'D.3.4']","['Grammars and Other Rewriting Systems (D.3.1)', ' Decision problems', ' Grammar types (e.g., context-free, context-sensitive)', ' Parallel rewriting systems (e.g., developmental systems, L-systems)', ' Parsing', ' Thue systems', 'Processors', ' Code generation', ' Compilers', ' Debuggers (NEW)', ' Incremental compilers (NEW)', ' Interpreters', ' Memory management (garbage collection) (NEW)', ' Optimization', ' Parsing', ' Preprocessors', ' Retargetable compilers (NEW)', ' Run-time environments', ' Translator writing systems and compiler generators']","['grammar rewriting system', 'decision problem', 'grammar type eg contextfree contextsensitive', 'parallel rewriting system eg developmental system lsystems', 'parsing', 'thue system', 'processor', 'code generation', 'compiler', 'debugger new', 'incremental compiler new', 'interpreter', 'memory management garbage collection new', 'optimization', 'parsing', 'preprocessors', 'retargetable compiler new', 'runtime environment', 'translator writing system compiler generator']"
6424,"Wang, Yi",vitae pdf,['H.5.1'],"['Multimedia Information Systems', ' Animations', ' Artificial, augmented, and virtual realities (REVISED)', ' Audio input/output', ' Evaluation/methodology', ' Hypertext navigation and maps**', ' Video (e.g., tape, disk, DVI)']","['multimedia information system', 'animation', 'artificial augmented virtual reality revised', 'audio inputoutput', 'evaluationmethodology', 'hypertext navigation map', 'video eg tape disk dvi']"
6425,"Wang, Yi",analysis reduced,['I.1.2'],"['Algorithms (F.2.1-2)', ' Algebraic algorithms', ' Analysis of algorithms', ' Nonalgebraic algorithms']","['algorithm', 'algebraic algorithm', 'analysis algorithm', 'nonalgebraic algorithm']"
6426,"Wang, Yi",large scale,['H.3.6'],"['Library Automation', ' Large text archives']","['library automation', 'large text archive']"
6427,"Wang, Yi",green computing visualization system engineering microfluidics nanofluidics,"['K.8.1', 'H.5.2']","['Application Packages', ' Data communications', ' Database processing', ' Freeware/shareware (NEW)', ' Graphics', ' Spreadsheets', ' Word processing', 'User Interfaces (D.2.2, H.1.2, I.3.6)', ' Auditory (non-speech) feedback (NEW)', ' Benchmarking (NEW)', ' Ergonomics', ' Evaluation/methodology', ' Graphical user interfaces (GUI) (NEW)', ' Haptic I/O (NEW)', ' Input devices and strategies (e.g., mouse, touchscreen)', ' Interaction styles (e.g., commands, menus, forms, direct manipulation)', ' Natural language (NEW)', ' Prototyping (NEW)', ' Screen design (e.g., text, graphics, color)', ' Standardization (NEW)', ' Style guides (NEW)', ' Theory and methods', ' Training, help, and documentation', ' User-centered design (NEW)', ' User interface management systems (UIMS)', ' Voice I/O (NEW)', ' Windowing systems']","['application package', 'data communication', 'database processing', 'freewareshareware new', 'graphic', 'spreadsheet', 'word processing', 'user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']"
6428,"Wang, Yi",engineering intelligencel,['J.2'],"['PHYSICAL SCIENCES AND ENGINEERING', ' Aerospace', ' Archaeology (NEW)', ' Astronomy', ' Chemistry', ' Earth and atmospheric sciences', ' Electronics', ' Engineering', ' Mathematics and statistics', ' Physics']","['physical science engineering', 'aerospace', 'archaeology new', 'astronomy', 'chemistry', 'earth atmospheric science', 'electronics', 'engineering', 'mathematics statistic', 'physic']"
6429,"Wang, Yi",imsel labdr,['B.4.2'],"['Input/Output Devices', ' Channels and controllers', ' Data terminals and printers', ' Image display', ' Voice']","['inputoutput device', 'channel controller', 'data terminal printer', 'image display', 'voice']"
6430,"Wang, Yi",structural interaction,['I.5.1'],"['Models', ' Deterministic**', ' Fuzzy set', ' Geometric', ' Neural nets', ' Statistical', ' Structural']","['model', 'deterministic', 'fuzzy set', 'geometric', 'neural net', 'statistical', 'structural']"
6431,"Wang, Yi",experimentation,['G.3'],"['PROBABILITY AND STATISTICS', ' Contingency table analysis (NEW)', ' Correlation and regression analysis (NEW)', ' Distribution functions (NEW)', ' Experimental design (NEW)', ' Markov processes (NEW)', ' Multivariate statistics (NEW)', ' Nonparametric statistics (NEW)', ' Probabilistic algorithms (including Monte Carlo)', ' Queueing theory (NEW)', ' Random number generation', ' Reliability and life testing (NEW)', ' Renewal theory (NEW)', ' Robust regression (NEW)', ' Statistical computing', ' Statistical software', ' Stochastic processes (NEW)', ' Survival analysis (NEW)', ' Time series analysis (NEW)']","['probability statistic', 'contingency table analysis new', 'correlation regression analysis new', 'distribution function new', 'experimental design new', 'markov process new', 'multivariate statistic new', 'nonparametric statistic new', 'probabilistic algorithm including monte carlo', 'queueing theory new', 'random number generation', 'reliability life testing new', 'renewal theory new', 'robust regression new', 'statistical computing', 'statistical software', 'stochastic process new', 'survival analysis new', 'time series analysis new']"
